youtube,facebook,newspaper,sales
0.4582346973283733,0.38709677419354843,0.14335971855760776,0.45669291338582685
0.7105174163003045,1.0,0.3289357959542657,0.8740157480314962
0.7101792357118701,0.5947580645161291,0.07915567282321902,0.6614173228346457
0.17855935069327022,0.040322580645161296,0.18557607739665788,0.25590551181102367
0.8812986134595875,0.8608870967741937,0.4784520668425683,0.8897637795275593
0.8068988840040583,0.3125,0.237467018469657,0.5551181102362206
0.34494420020290834,0.5967741935483872,0.07124010554089712,0.4881889763779529
0.44098748731822796,0.8629032258064516,0.25153913808267375,0.6456692913385828
0.23097734190057492,0.18750000000000003,0.005277044854881268,0.30314960629921267
0.10415962123774096,0.49596774193548393,0.01671064204045735,0.3110236220472442
0.4687182955698343,0.2923387096774194,0.0870712401055409,0.46456692913385833
0.800473452823808,0.5544354838709679,0.09410729991204927,0.6811023622047244
0.730808251606358,0.8850806451612905,0.23658751099384348,0.8149606299212601
0.6709502874535003,0.6169354838709679,0.33773087071240115,0.6574803149606301
0.36895502198173824,0.28830645161290325,0.276165347405453,0.42519685039370086
0.08826513358133244,0.6653225806451614,0.16710642040457346,0.28346456692913397
0.43523841731484614,0.11491935483870969,0.27264731750219884,0.3700787401574804
0.7193101115995942,0.49596774193548393,0.1125769569041337,0.6062992125984252
0.05478525532634426,0.8810483870967744,0.7836411609498682,0.27952755905511817
0.09063239770037201,0.03225806451612904,0.1794195250659631,0.20866141732283466
0.4051403449442002,0.5745967741935484,0.1222515391380827,0.49606299212598437
0.015894487656408524,0.6028225806451613,0.08003518029903256,0.1456692913385827
0.38992221846466013,0.155241935483871,0.20052770448548818,0.3700787401574804
0.2560027054447075,0.5383064516129032,0.1934916446789798,0.4015748031496064
0.8085897869462294,0.08266129032258064,0.3218997361477573,0.4212598425196851
0.252282718971931,0.4092741935483871,0.28320140721196135,0.38188976377952766
0.22894825836996957,0.8971774193548389,0.3104661389621813,0.4724409448818899
0.7196482921880285,0.8669354838709679,0.2946350043975374,0.7913385826771655
0.650997632735881,0.3709677419354839,0.5751978891820582,0.5354330708661418
0.2556645248562732,0.5544354838709679,0.13808267370272648,0.40944881889763785
0.3719986472776463,0.8185483870967742,0.5532102022867196,0.5669291338582678
0.2962461954683801,0.5141129032258065,0.642919964819701,0.4448818897637796
0.36895502198173824,0.9637096774193549,0.44942832014072126,0.594488188976378
0.4518092661481231,0.09879032258064517,0.07915567282321902,0.37795275590551186
0.09435238417314848,0.03024193548387097,0.28759894459102914,0.22440944881889768
0.7338518769022657,0.6754032258064516,0.5162708883025506,0.7007874015748032
0.8461278322624282,0.7358870967741936,0.633245382585752,0.8110236220472442
0.3608386878593169,0.28225806451612906,0.09322779243623573,0.3897637795275591
0.5498816367940481,0.6370967741935485,0.46262093227792445,0.6023622047244095
0.6658775786269868,0.07056451612903226,0.049252418645558495,0.3976377952755906
0.6229286438958405,0.4233870967741936,0.19085312225153916,0.547244094488189
0.9773419005749071,0.8528225806451614,0.4476693051890942,0.937007874015748
0.45485289144403107,0.840725806451613,0.40105540897097636,0.6141732283464567
0.7497463645586744,0.08669354838709678,0.4353562005277045,0.3976377952755906
1.0,0.7318548387096775,0.8847845206684258,0.8740157480314962
0.9452147446736557,0.20362903225806453,0.18557607739665788,0.5196850393700789
0.6330740615488671,0.3467741935483871,0.1547933157431838,0.515748031496063
0.8031788975312817,0.6915322580645161,0.04397537379067722,0.751968503937008
0.46398376733175517,0.9354838709677421,0.5162708883025506,0.6929133858267718
0.08217788298951641,0.22177419354838712,0.25857519788918215,0.22047244094488194
0.3033479878254988,0.006048387096774194,0.2014072119613017,0.27952755905511817
0.04193439296584377,0.00806451612903226,0.22251539138082677,0.1456692913385827
0.8613459587419684,0.5423387096774194,0.045734388742304316,0.7165354330708663
0.761244504565438,0.16532258064516128,0.49428320140721205,0.46456692913385833
0.8150152181264796,0.7661290322580646,0.2014072119613017,0.7952755905511812
0.5918160297598918,0.310483870967742,0.018469656992084436,0.4921259842519685
0.7064592492390938,0.41532258064516137,0.09146877748460863,0.5629921259842521
0.2620899560365235,0.9435483870967742,0.30079155672823227,0.5118110236220473
0.2516063577950625,0.7056451612903227,0.4608619173262974,0.43307086614173235
0.4683801149814001,0.28830645161290325,0.22251539138082677,0.4173228346456693
0.2560027054447075,0.01612903225806452,0.12752858399296396,0.3070866141732284
0.42272573554277987,0.7439516129032259,0.6939313984168867,0.5629921259842521
0.06323977003719987,0.32258064516129037,0.1934916446789798,0.19685039370078744
0.4754819073385188,0.5403225806451614,0.403693931398417,0.547244094488189
0.06121068650659453,0.43750000000000006,0.44063324538258586,0.21259842519685046
0.7551572539736221,0.048387096774193554,0.1345646437994723,0.3937007874015749
0.41393304024349004,0.6975806451612905,0.10642040457343889,0.5354330708661418
0.7737571863375042,0.6512096774193549,0.6499560246262095,0.7125984251968505
0.29252620899560366,0.23790322580645165,0.2251539138082674,0.35433070866141736
0.024010821778829895,0.7842741935483872,0.44239226033421297,0.19685039370078744
0.26885356780520797,0.0,0.07827616534740547,0.28346456692913397
0.7426445722015558,0.9879032258064517,0.025505716798592794,0.9094488188976378
0.19918836658775788,0.24193548387096775,0.3764291996481971,0.31889763779527563
0.0,0.7983870967741937,0.07387862796833775,0.0
0.8944876564085221,0.05846774193548388,0.3755496921723836,0.43700787401574803
0.02603990530943524,0.5483870967741936,0.015831134564643804,0.16141732283464572
0.7409536692593846,0.6754032258064516,0.39401934916446796,0.7086614173228348
0.12242137301318905,0.778225806451613,0.5743183817062445,0.36220472440944895
0.16097396009469056,0.9475806451612905,0.07211961301671066,0.3937007874015749
0.08420696652012176,0.7862903225806452,0.07915567282321902,0.3110236220472442
0.9232330064254313,0.5826612903225807,0.5224274406332454,0.7559055118110238
0.1430503889076767,0.5221774193548387,0.17766051011433598,0.3149606299212599
0.6229286438958405,0.8850806451612905,0.012313104661389624,0.751968503937008
0.24585728779168078,0.342741935483871,0.11081794195250663,0.36614173228346464
0.6526885356780521,0.7137096774193549,0.662269129287599,0.6929133858267718
0.7433209333784241,0.6693548387096776,0.33069481090589276,0.7283464566929135
0.3513696313831586,0.11491935483870969,0.2999120492524187,0.34645669291338593
0.3229624619546838,0.2983870967741936,0.3394898856640282,0.3858267716535434
0.4721001014541766,0.038306451612903226,0.07651715039577837,0.3425196850393702
0.8096043287115321,0.14717741935483872,0.07387862796833775,0.45669291338582685
0.8200879269529929,0.9879032258064517,0.3869832893579596,0.937007874015748
0.12614135948596553,0.8125,0.10202286719437118,0.36614173228346464
0.14879945891105853,0.5201612903225807,0.17854001759014956,0.33464566929133865
0.9469056476158269,0.280241935483871,0.32277924362357086,0.5708661417322836
0.4068312478863713,0.16935483870967744,0.4256816182937556,0.3937007874015749
0.6658775786269868,0.4697580645161291,0.1222515391380827,0.5905511811023624
0.576936083868786,0.8004032258064517,0.3289357959542657,0.6850393700787404
0.632735880960433,0.4254032258064517,0.08091468777484612,0.5511811023622049
0.011498140006763611,0.23387096774193553,0.04749340369393141,0.06299212598425198
0.31518430842069667,0.8770161290322581,0.44151275285839936,0.5393700787401576
0.504227257355428,0.026209677419354843,0.2110817941952507,0.33464566929133865
0.037199864727764625,0.7439516129032259,0.39489885664028157,0.22440944881889768
0.4430165708488333,0.3709677419354839,0.3016710642040458,0.4448818897637796
0.5809942509299967,0.3649193548387098,0.26737027264731755,0.5039370078740159
0.2874535001690903,0.7217741935483871,0.43095866314863684,0.4606299212598427
0.6347649644910384,0.3649193548387098,0.22251539138082677,0.5236220472440946
0.5505579979709165,0.7419354838709677,0.06244503078276167,0.6456692913385828
0.3939803855258708,0.2963709677419355,0.04485488126649077,0.4055118110236221
0.7906662157592155,0.0685483870967742,0.7431838170624451,0.4055118110236221
0.0581670612106865,0.7580645161290324,0.187335092348285,0.2519685039370079
0.6969901927629355,0.10483870967741937,0.167985927880387,0.4173228346456693
0.7260737233682788,0.4758064516129033,0.5039577836411611,0.6102362204724411
0.9590801487994591,0.21370967741935484,0.053649956024626216,0.5275590551181103
0.16672303009807238,0.23387096774193553,0.15919085312225156,0.26771653543307095
0.5539398038552588,0.4213709677419355,0.4142480211081795,0.5078740157480316
0.06391613121406832,0.40524193548387105,0.14687774846086193,0.2362204724409449
0.5671288468041935,0.1431451612903226,0.10993843447669308,0.3976377952755906
0.7497463645586744,0.0685483870967742,0.1125769569041337,0.3897637795275591
0.9340547852553264,0.9858870967741936,0.364995602462621,1.0
0.8376733175515726,0.6088709677419355,0.17590149516270892,0.7322834645669293
0.5732160973960095,0.15725806451612906,0.3069481090589271,0.3976377952755906
0.933378424078458,0.046370967741935484,0.2058047493403694,0.4015748031496064
0.5576597903280353,0.2016129032258065,0.15215479331574322,0.43307086614173235
0.5272235373689551,0.052419354838709686,0.07036059806508357,0.3503937007874016
0.7365573216097396,0.10887096774193551,0.23834652594547054,0.4173228346456693
0.18769022658099427,0.11491935483870969,0.25857519788918215,0.27952755905511817
0.9702401082177884,0.8669354838709679,0.6288478452066844,0.9685039370078742
0.8559350693270208,0.4294354838709678,0.26121372031662277,0.6299212598425199
0.6909029421711195,0.9092741935483872,0.1697449428320141,0.8267716535433073
0.4693946567467028,0.04233870967741936,0.23131046613896222,0.3425196850393702
0.6438958403787624,0.5786290322580646,0.15743183817062448,0.6181102362204727
0.9648292188028408,0.280241935483871,0.02990325417766052,0.5629921259842521
0.060872505918160305,0.24395161290322584,0.2031662269129288,0.20078740157480318
0.13121406831247887,0.8286290322580646,0.04837291116974495,0.36220472440944895
0.2529590801487994,0.21774193548387102,0.05013192612137204,0.3267716535433072
0.05579979709164694,0.08266129032258064,0.2752858399296395,0.1692913385826772
0.5617179573892459,0.8467741935483872,0.029023746701846976,0.7086614173228348
0.5038890767669936,0.7177419354838711,0.05013192612137204,0.6181102362204727
0.12681772066283398,0.0745967741935484,0.11873350923482852,0.2362204724409449
0.31619885018599936,0.09879032258064517,0.06860158311345647,0.31889763779527563
0.5962123774095368,0.18750000000000003,0.053649956024626216,0.4409448818897639
0.9567128846804195,0.8467741935483872,0.5795954265611258,0.940944881889764
0.7825498816367941,0.17338709677419356,0.07387862796833775,0.46456692913385833
